facility_id,facility_name,address,city,state,zip_code,county_name,phone_number,measure_id,measure_name,compared_to_national,denominator,score,lower_estimate,higher_estimate,footnote,start_date,end_date
330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,NASSAU,(516) 572-0123,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,57,1.42,0.17,2.67,,07/01/2018,12/31/2019
330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,NASSAU,(516) 572-0123,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,56,6.05,1.35,10.75,,07/01/2018,12/31/2019
330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,NASSAU,(516) 572-0123,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,444,3.22,0.57,5.88,,07/01/2018,12/31/2019
330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,NASSAU,(516) 572-0123,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,58,4.82,1.44,8.19,,07/01/2018,12/31/2019
330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,NASSAU,(516) 572-0123,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,66,0.85,0.13,1.58,,07/01/2018,12/31/2019
330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,NASSAU,(516) 572-0123,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,697,1.06,0,2.33,,07/01/2018,12/31/2019
330027,NASSAU UNIVERSITY MEDICAL CENTER,2201 HEMPSTEAD TURNPIKE,EAST MEADOW,NY,11554,NASSAU,(516) 572-0123,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,1.31,0.93,1.68,,07/01/2018,12/31/2019
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,1351,2.1,1.6,2.9,,04/01/2017,10/02/2019
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,417,12.3,10.2,14.7,,07/01/2017,12/01/2019
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,MORT_30_CABG,Death rate for CABG surgery patients,No Different Than the National Rate,280,2.1,1.2,3.6,,07/01/2017,12/01/2019
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,412,7.8,6.1,9.9,,07/01/2017,12/01/2019
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,MORT_30_HF,Death rate for heart failure patients,Better Than the National Rate,1399,8.3,7.1,9.5,,07/01/2017,12/01/2019
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,MORT_30_PN,Death rate for pneumonia patients,Better Than the National Rate,1456,11.6,10.4,13.1,,07/01/2017,12/01/2019
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,561,12.8,10.8,14.9,,07/01/2017,12/01/2019
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,PSI_03,Pressure ulcer rate,No Different Than the National Rate,18927,0.31,0,0.63,,07/01/2018,12/31/2019
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,PSI_04,Death rate among surgical inpatients with serious treatable complications,No Different Than the National Rate,257,167.02,135.04,199,,07/01/2018,12/31/2019
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,22800,0.14,0.01,0.27,,07/01/2018,12/31/2019
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,PSI_08,In-hospital fall with hip fracture rate,No Different Than the National Rate,19146,0.10,0.03,0.16,,07/01/2018,12/31/2019
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,PSI_09,Perioperative hemorrhage or hematoma rate,No Different Than the National Rate,6658,2.56,1.59,3.52,,07/01/2018,12/31/2019
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,2598,0.82,0,1.77,,07/01/2018,12/31/2019
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,2071,4.70,1.87,7.52,,07/01/2018,12/31/2019
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,7117,3.38,2.07,4.68,,07/01/2018,12/31/2019
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,2616,3.02,0.85,5.19,,07/01/2018,12/31/2019
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,1421,0.72,0.06,1.39,,07/01/2018,12/31/2019
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,4709,0.74,0,1.55,,07/01/2018,12/31/2019
330106,NORTH SHORE UNIVERSITY HOSPITAL,300 COMMUNITY DRIVE,MANHASSET,NY,11030,NASSAU,(516) 562-0100,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,Better Than the National Value,Not Applicable,0.73,0.53,0.93,,07/01/2018,12/31/2019
330181,NORTHWELL HOSPITAL GLEN COVE,101 ST ANDREWS LANE,GLEN COVE,NY,11542,NASSAU,(516) 674-7300,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,Not Available,Not Available,Not Available,Not Available,Not Available,7,04/01/2017,10/02/2019
330181,NORTHWELL HOSPITAL GLEN COVE,101 ST ANDREWS LANE,GLEN COVE,NY,11542,NASSAU,(516) 674-7300,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,85,12.2,9.6,15.0,,07/01/2017,12/01/2019
330181,NORTHWELL HOSPITAL GLEN COVE,101 ST ANDREWS LANE,GLEN COVE,NY,11542,NASSAU,(516) 674-7300,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2017,12/01/2019
330181,NORTHWELL HOSPITAL GLEN COVE,101 ST ANDREWS LANE,GLEN COVE,NY,11542,NASSAU,(516) 674-7300,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,87,6.8,4.7,9.6,,07/01/2017,12/01/2019
330181,NORTHWELL HOSPITAL GLEN COVE,101 ST ANDREWS LANE,GLEN COVE,NY,11542,NASSAU,(516) 674-7300,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,196,10.7,8.1,13.8,,07/01/2017,12/01/2019
330181,NORTHWELL HOSPITAL GLEN COVE,101 ST ANDREWS LANE,GLEN COVE,NY,11542,NASSAU,(516) 674-7300,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,214,13.8,11.1,17.1,,07/01/2017,12/01/2019
330181,NORTHWELL HOSPITAL GLEN COVE,101 ST ANDREWS LANE,GLEN COVE,NY,11542,NASSAU,(516) 674-7300,MORT_30_STK,Death rate for stroke patients,No Different Than the National Rate,105,12.6,9.7,16.1,,07/01/2017,12/01/2019
330181,NORTHWELL HOSPITAL GLEN COVE,101 ST ANDREWS LANE,GLEN COVE,NY,11542,NASSAU,(516) 674-7300,PSI_03,Pressure ulcer rate,No Different Than the National Rate,1755,0.90,0.03,1.77,,07/01/2018,12/31/2019
330181,NORTHWELL HOSPITAL GLEN COVE,101 ST ANDREWS LANE,GLEN COVE,NY,11542,NASSAU,(516) 674-7300,PSI_04,Death rate among surgical inpatients with serious treatable complications,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2018,12/31/2019
330181,NORTHWELL HOSPITAL GLEN COVE,101 ST ANDREWS LANE,GLEN COVE,NY,11542,NASSAU,(516) 674-7300,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,2344,0.22,0.03,0.4,,07/01/2018,12/31/2019
330181,NORTHWELL HOSPITAL GLEN COVE,101 ST ANDREWS LANE,GLEN COVE,NY,11542,NASSAU,(516) 674-7300,PSI_08,In-hospital fall with hip fracture rate,No Different Than the National Rate,1909,0.09,0.03,0.16,,07/01/2018,12/31/2019
330181,NORTHWELL HOSPITAL GLEN COVE,101 ST ANDREWS LANE,GLEN COVE,NY,11542,NASSAU,(516) 674-7300,PSI_09,Perioperative hemorrhage or hematoma rate,No Different Than the National Rate,226,2.40,0.85,3.95,,07/01/2018,12/31/2019
330181,NORTHWELL HOSPITAL GLEN COVE,101 ST ANDREWS LANE,GLEN COVE,NY,11542,NASSAU,(516) 674-7300,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,27,1.40,0.16,2.65,,07/01/2018,12/31/2019
330181,NORTHWELL HOSPITAL GLEN COVE,101 ST ANDREWS LANE,GLEN COVE,NY,11542,NASSAU,(516) 674-7300,PSI_11,Postoperative respiratory failure rate,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2018,12/31/2019
330181,NORTHWELL HOSPITAL GLEN COVE,101 ST ANDREWS LANE,GLEN COVE,NY,11542,NASSAU,(516) 674-7300,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,241,4.11,1.33,6.90,,07/01/2018,12/31/2019
330181,NORTHWELL HOSPITAL GLEN COVE,101 ST ANDREWS LANE,GLEN COVE,NY,11542,NASSAU,(516) 674-7300,PSI_13,Postoperative sepsis rate,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,1,07/01/2018,12/31/2019
330181,NORTHWELL HOSPITAL GLEN COVE,101 ST ANDREWS LANE,GLEN COVE,NY,11542,NASSAU,(516) 674-7300,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,68,0.84,0.12,1.56,,07/01/2018,12/31/2019
330181,NORTHWELL HOSPITAL GLEN COVE,101 ST ANDREWS LANE,GLEN COVE,NY,11542,NASSAU,(516) 674-7300,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,283,1.10,0,2.39,,07/01/2018,12/31/2019
330181,NORTHWELL HOSPITAL GLEN COVE,101 ST ANDREWS LANE,GLEN COVE,NY,11542,NASSAU,(516) 674-7300,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,1.09,0.7,1.48,,07/01/2018,12/31/2019
330182,ST FRANCIS HOSPITAL - THE HEART CENTER,100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NASSAU,(516) 562-6000,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,1109,1.7,1.2,2.4,,04/01/2017,10/02/2019
330182,ST FRANCIS HOSPITAL - THE HEART CENTER,100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NASSAU,(516) 562-6000,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,430,11.8,9.7,14.1,,07/01/2017,12/01/2019
330182,ST FRANCIS HOSPITAL - THE HEART CENTER,100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NASSAU,(516) 562-6000,MORT_30_CABG,Death rate for CABG surgery patients,Better Than the National Rate,476,1.5,0.9,2.7,,07/01/2017,12/01/2019
330182,ST FRANCIS HOSPITAL - THE HEART CENTER,100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NASSAU,(516) 562-6000,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,266,6.3,4.6,8.4,,07/01/2017,12/01/2019
330182,ST FRANCIS HOSPITAL - THE HEART CENTER,100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NASSAU,(516) 562-6000,MORT_30_HF,Death rate for heart failure patients,Better Than the National Rate,1471,8.6,7.4,9.8,,07/01/2017,12/01/2019
330182,ST FRANCIS HOSPITAL - THE HEART CENTER,100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NASSAU,(516) 562-6000,MORT_30_PN,Death rate for pneumonia patients,Better Than the National Rate,885,10.2,8.7,11.9,,07/01/2017,12/01/2019
330182,ST FRANCIS HOSPITAL - THE HEART CENTER,100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NASSAU,(516) 562-6000,MORT_30_STK,Death rate for stroke patients,Better Than the National Rate,272,10,8.0,12.5,,07/01/2017,12/01/2019
330182,ST FRANCIS HOSPITAL - THE HEART CENTER,100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NASSAU,(516) 562-6000,PSI_03,Pressure ulcer rate,No Different Than the National Rate,12135,0.76,0.34,1.18,,07/01/2018,12/31/2019
330182,ST FRANCIS HOSPITAL - THE HEART CENTER,100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NASSAU,(516) 562-6000,PSI_04,Death rate among surgical inpatients with serious treatable complications,No Different Than the National Rate,154,149.06,110.84,187.28,,07/01/2018,12/31/2019
330182,ST FRANCIS HOSPITAL - THE HEART CENTER,100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NASSAU,(516) 562-6000,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,14967,0.16,0.03,0.28,,07/01/2018,12/31/2019
330182,ST FRANCIS HOSPITAL - THE HEART CENTER,100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NASSAU,(516) 562-6000,PSI_08,In-hospital fall with hip fracture rate,No Different Than the National Rate,13984,0.08,0.02,0.14,,07/01/2018,12/31/2019
330182,ST FRANCIS HOSPITAL - THE HEART CENTER,100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NASSAU,(516) 562-6000,PSI_09,Perioperative hemorrhage or hematoma rate,No Different Than the National Rate,5489,2.15,1.19,3.11,,07/01/2018,12/31/2019
330182,ST FRANCIS HOSPITAL - THE HEART CENTER,100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NASSAU,(516) 562-6000,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,2651,0.80,0,1.65,,07/01/2018,12/31/2019
330182,ST FRANCIS HOSPITAL - THE HEART CENTER,100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NASSAU,(516) 562-6000,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,1587,2.03,0,5.05,,07/01/2018,12/31/2019
330182,ST FRANCIS HOSPITAL - THE HEART CENTER,100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NASSAU,(516) 562-6000,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,6018,4.31,2.80,5.82,,07/01/2018,12/31/2019
330182,ST FRANCIS HOSPITAL - THE HEART CENTER,100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NASSAU,(516) 562-6000,PSI_13,Postoperative sepsis rate,No Different Than the National Rate,2642,4.02,1.86,6.18,,07/01/2018,12/31/2019
330182,ST FRANCIS HOSPITAL - THE HEART CENTER,100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NASSAU,(516) 562-6000,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,900,0.77,0.08,1.46,,07/01/2018,12/31/2019
330182,ST FRANCIS HOSPITAL - THE HEART CENTER,100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NASSAU,(516) 562-6000,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,2981,0.59,0,1.53,,07/01/2018,12/31/2019
330182,ST FRANCIS HOSPITAL - THE HEART CENTER,100 PORT WASHINGTON BOULEVARD,ROSLYN,NY,11576,NASSAU,(516) 562-6000,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,0.86,0.65,1.08,,07/01/2018,12/31/2019
330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NASSAU,(718) 470-7000,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,839,2.4,1.7,3.5,,04/01/2017,10/02/2019
330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NASSAU,(718) 470-7000,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,279,10.1,8.1,12.4,,07/01/2017,12/01/2019
330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NASSAU,(718) 470-7000,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2017,12/01/2019
330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NASSAU,(718) 470-7000,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,450,6.4,5.0,8.2,,07/01/2017,12/01/2019
330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NASSAU,(718) 470-7000,MORT_30_HF,Death rate for heart failure patients,Better Than the National Rate,1133,8.8,7.5,10.3,,07/01/2017,12/01/2019
330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NASSAU,(718) 470-7000,MORT_30_PN,Death rate for pneumonia patients,No Different Than the National Rate,1470,14,12.6,15.5,,07/01/2017,12/01/2019
330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NASSAU,(718) 470-7000,MORT_30_STK,Death rate for stroke patients,Better Than the National Rate,579,8.7,7.1,10.5,,07/01/2017,12/01/2019
330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NASSAU,(718) 470-7000,PSI_03,Pressure ulcer rate,No Different Than the National Rate,16796,0.39,0.05,0.73,,07/01/2018,12/31/2019
330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NASSAU,(718) 470-7000,PSI_04,Death rate among surgical inpatients with serious treatable complications,No Different Than the National Rate,156,154.02,115.12,192.92,,07/01/2018,12/31/2019
330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NASSAU,(718) 470-7000,PSI_06,Iatrogenic pneumothorax rate,No Different Than the National Rate,20385,0.12,0,0.26,,07/01/2018,12/31/2019
330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NASSAU,(718) 470-7000,PSI_08,In-hospital fall with hip fracture rate,No Different Than the National Rate,17453,0.09,0.03,0.15,,07/01/2018,12/31/2019
330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NASSAU,(718) 470-7000,PSI_09,Perioperative hemorrhage or hematoma rate,No Different Than the National Rate,4589,2.36,1.31,3.42,,07/01/2018,12/31/2019
330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NASSAU,(718) 470-7000,PSI_10,Postoperative acute kidney injury requiring dialysis rate,No Different Than the National Rate,2103,1.47,0.4,2.55,,07/01/2018,12/31/2019
330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NASSAU,(718) 470-7000,PSI_11,Postoperative respiratory failure rate,No Different Than the National Rate,1758,4.75,1.92,7.58,,07/01/2018,12/31/2019
330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NASSAU,(718) 470-7000,PSI_12,Perioperative pulmonary embolism or deep vein thrombosis rate,No Different Than the National Rate,4766,3.06,1.62,4.51,,07/01/2018,12/31/2019
330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NASSAU,(718) 470-7000,PSI_13,Postoperative sepsis rate,Worse Than the National Rate,2103,7.43,5.22,9.64,,07/01/2018,12/31/2019
330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NASSAU,(718) 470-7000,PSI_14,Postoperative wound dehiscence rate,No Different Than the National Rate,1200,0.73,0.06,1.39,,07/01/2018,12/31/2019
330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NASSAU,(718) 470-7000,PSI_15,Abdominopelvic accidental puncture or laceration rate,No Different Than the National Rate,4160,0.63,0,1.47,,07/01/2018,12/31/2019
330195,LONG ISLAND JEWISH MEDICAL CENTER,270 - 05 76TH AVENUE,NEW HYDE PARK,NY,11040,NASSAU,(718) 470-7000,PSI_90,CMS Medicare PSI 90: Patient safety and adverse events composite,No Different Than the National Value,Not Applicable,0.99,0.78,1.2,,07/01/2018,12/31/2019
330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,COMP_HIP_KNEE,Rate of complications for hip/knee replacement patients,No Different Than the National Rate,224,2.1,1.3,3.6,,04/01/2017,10/02/2019
330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,MORT_30_AMI,Death rate for heart attack patients,No Different Than the National Rate,292,13.1,10.8,15.7,,07/01/2017,12/01/2019
330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,MORT_30_CABG,Death rate for CABG surgery patients,Not Available,Not Available,Not Available,Not Available,Not Available,5,07/01/2017,12/01/2019
330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,MORT_30_COPD,Death rate for COPD patients,No Different Than the National Rate,503,7.5,5.9,9.4,,07/01/2017,12/01/2019
330198,MOUNT SINAI SOUTH NASSAU,ONE HEALTHY WAY,OCEANSIDE,NY,11572,NASSAU,(516) 632-3000,MORT_30_HF,Death rate for heart failure patients,No Different Than the National Rate,717,9.8,8.1,11.8,,07/01/2017,12/01/2019
